library,api,approach,type_of_doc,important_part,target_test,unique_coverage,explanation,category,impact
sklearn,sklearn.model_selection.TimeSeriesSplit,api_rag_all,so_qnas,"TRAIN: [0 1] TEST: [2 3]
TRAIN: [0 1 2 3] TEST: [4 5]","    def test_custom_n_splits(self):
        # Test TimeSeriesSplit with a custom number of splits
        tscv = TimeSeriesSplit(n_splits=2)
        expected_splits = [
            (np.array([0, 1]), np.array([2, 3])),
            (np.array([0, 1, 2, 3]), np.array([4, 5]))
        ]
        for i, (train_index, test_index) in enumerate(tscv.split(self.X)):
            with self.subTest(i=i):
                self.assertTrue(np.array_equal(train_index, expected_splits[i][0]))
                self.assertTrue(np.array_equal(test_index, expected_splits[i][1]))",return _build_repr(self) #UNIQUE#,"The StackOverflow snippet demonstrating n_splits=2 guided creation of the corresponding test, whose instantiation and implicit representation call triggered the unique __repr__ path.",standard use case,medium
sklearn,sklearn.model_selection.TimeSeriesSplit,api_rag_all,gh_issues,ValueError: cross_val_predict only works for partitions,"    def test_invalid_n_splits(self):
        # Test TimeSeriesSplit with invalid n_splits
        with self.assertRaises(ValueError):
            TimeSeriesSplit(n_splits=1)","if groups is None:
            raise ValueError(""The 'groups' parameter should not be None."") #UNIQUE#","Seeing the GitHub issue focused on a ValueError scenario encouraged adding a negative test that exercises an error-raising branch, thereby touching a line that only runs on invalid input paths.",exception handling,low
sklearn,sklearn.model_selection.TimeSeriesSplit,api_rag_apidoc,apidoc,"Parameters:

n_splitsint, default=5Number of splits. Must be at least 2.","def test_invalid_n_splits(self):
        with self.assertRaises(ValueError):
            TimeSeriesSplit(n_splits=1)","rng = check_random_state(self.random_state) #UNIQUE#
cv = self.cv(random_state=rng, shuffle=True, #UNIQUE#
                     **self.cvargs)
        return cv.get_n_splits(X, y, groups) * self.n_repeats #UNIQUE#","The explicit warning that n_splits must be >=2 motivated the negative-case test, reaching the validation branch that eventually executes the random-state handling in the internal repeated-split helper.",exception handling,high
sklearn,sklearn.model_selection.TimeSeriesSplit,api_rag_apidoc,apidoc,"# Fix test_size to 2 with 12 samples
>>> tscv = TimeSeriesSplit(n_splits=3, test_size=2)","def test_custom_n_splits_and_test_size(self):
        X = np.random.randn(12, 2)
        tscv = TimeSeriesSplit(n_splits=3, test_size=2)
        expected_splits = [
            (np.array([0, 1, 2, 3, 4, 5]), np.array([6, 7])),
            (np.array([0, 1, 2, 3, 4, 5, 6, 7]), np.array([8, 9])),
            (np.array([0, 1, 2, 3, 4, 5, 6, 7, 8, 9]), np.array([10, 11]))
        ]
        for i, (train_index, test_index) in enumerate(tscv.split(X)):
            np.testing.assert_array_equal(train_index, expected_splits[i][0])
            np.testing.assert_array_equal(test_index, expected_splits[i][1])",y = np.array([' '.join(row.astype('str')) for row in y]) #UNIQUE#,"The example that fixes test_size=2 led the LLM to replicate that scenario, sending the split machinery down the code path that treats 2-D labels as strings – a branch that is otherwise rarely executed.",API usage sequences,medium
sklearn,sklearn.model_selection.TimeSeriesSplit,api_rag_apidoc,apidoc,"# Add in a 2 period gap
>>> tscv = TimeSeriesSplit(n_splits=3, test_size=2, gap=2)","def test_gap_parameter(self):
        X = np.random.randn(12, 2)
        tscv = TimeSeriesSplit(n_splits=3, test_size=2, gap=2)
        expected_splits = [
            (np.array([0, 1, 2, 3]), np.array([6, 7])),
            (np.array([0, 1, 2, 3, 4, 5]), np.array([8, 9])),
            (np.array([0, 1, 2, 3, 4, 5, 6, 7]), np.array([10, 11]))
        ]
        for i, (train_index, test_index) in enumerate(tscv.split(X)):
            np.testing.assert_array_equal(train_index, expected_splits[i][0])
            np.testing.assert_array_equal(test_index, expected_splits[i][1])","cv = self.cv(random_state=rng, shuffle=True, #UNIQUE#","Seeing the documentation’s gap example encouraged the generation of a similar test, activating internal logic that instantiates a shuffled CV object with a seeded RNG – a sequence marked as uniquely covered.",unique/complex input/parameters handling,medium
sklearn,sklearn.model_selection.TimeSeriesSplit,api_rag_issues,gh_issues,"ValueError: cross_val_predict only works for partitions  
...
```python
predicted = cross_val_predict(clf, X,Y, cv=cv) #<--- Error Thrown Here
```","    def test_time_series_split_with_cross_val_predict(self):
        from sklearn.model_selection import cross_val_predict
        clf = DecisionTreeClassifier()
        tscv = TimeSeriesSplit(n_splits=3)
        with self.assertRaises(ValueError):
            cross_val_predict(clf, self.X, self.y, cv=tscv)",raise ValueError('cross_val_predict only works for partitions'),"The issue explicitly shows that calling cross_val_predict with a TimeSeriesSplit object raises a ValueError, so the test asserts that behaviour and therefore drives execution through the exception branch that raises that error.",exception handling,high
sklearn,sklearn.model_selection.TimeSeriesSplit,api_rag_issues,gh_issues,`cv=my_cv = TimeSeriesSplit(n_splits=2)` should be passed **directly** to GridSearchCV – not the generator returned by `.split()`.,"    def test_time_series_split_with_grid_search_cv(self):
        tscv = TimeSeriesSplit(n_splits=3)
        clf = DecisionTreeClassifier()
        param_grid = {'max_depth': [3, 5, 7]}
        grid_search = GridSearchCV(estimator=clf, param_grid=param_grid, cv=tscv)
        grid_search.fit(self.X, self.y)
        self.assertIsNotNone(grid_search.best_params_)","grid_search = GridSearchCV(estimator=clf, param_grid=param_grid, cv=tscv)","The GitHub issue demonstrates the correct way to integrate TimeSeriesSplit with GridSearchCV, prompting the test that exercises this integration path and executes GridSearchCV’s internal handling of a TimeSeriesSplit instance.",integration patterns,medium
sklearn,sklearn.model_selection.TimeSeriesSplit,api_rag_sos,so_qnas,"Having the validation set include **only** the next observation is just a special case when you set `n_splits` equal to the `n_samples - 1`, where `n_samples` is the number of samples you have in your dataset.

The official docstring example does exactly that (`n_samples=6` and `n_splits=5`). In general, the validation sets contain more than just 1 sample.","    def test_insufficient_samples(self):
        # Test with fewer samples than splits
        X_small = np.array([[1, 2], [3, 4]])
        tscv = TimeSeriesSplit(n_splits=3)
        with self.assertRaises(ValueError):
            list(tscv.split(X_small))

    def test_single_sample(self):
        # Test with a single sample
        X_single = np.array([[1, 2]])
        tscv = TimeSeriesSplit(n_splits=1)
        with self.assertRaises(ValueError):
            list(tscv.split(X_single))

    def test_no_samples(self):
        # Test with no samples
        X_empty = np.array([])
        tscv = TimeSeriesSplit(n_splits=1)
        with self.assertRaises(ValueError):
            list(tscv.split(X_empty))","if n_folds > n_samples:
            raise ValueError( #UNIQUE#
                (""Cannot have number of folds ={0} greater""
                 "" than the number of samples: {1}."").format(n_folds,
                                                             n_samples))",Emphasising the relationship between n_splits and n_samples motivated tests that deliberately use too few samples to trigger the ValueError branch.,exception handling,medium
sklearn,sklearn.multioutput.MultiOutputClassifier,api_rag_apidoc,apidoc,"Attributes:

classes_ ndarray of shape (n_classes,)Class labels.

estimators_ list of n_output estimatorsEstimators used for predictions.

n_features_in_intNumber of features seen during fit. Only defined if the
underlying estimator exposes such an attribute when fit.

Added in version 0.24.

feature_names_in_ndarray of shape (n_features_in_,)Names of features seen during fit. Only defined if the
underlying estimators expose such an attribute when fit.

Added in version 1.0.","    def test_check_estimator(self):
        # Run the scikit-learn estimator checks
        check_estimator(self.clf)","def _more_tags(self):
        return {'multioutput_only': True} #UNIQUE#
...
def _more_tags(self):
        # FIXME
        return {'_skip_test': True} #UNIQUE#","Attribute-focused documentation motivated adding `check_estimator`, whose internal tag queries execute these otherwise unreachable `_more_tags` lines.",standard use case,high
sklearn,sklearn.multioutput.MultiOutputClassifier,api_rag_issues,gh_issues,"add partial_fit for multioutput libs to enjoy sgd..

#### Steps/Code to Reproduce

```
from sklearn.multioutput import MultiOutputClassifier
from sklearn.linear_model impoer SGDClassifier
from itertootls import izip

base_clf = SGDClassifier(loss='log)
clf = MultiOutputClassifier(base_clf)

for batch_X, batch_y in izip(batch_X_iter, batch_y_iter):
    clf.partial_fit(batch_X, batch_y)
```","    def test_partial_fit(self):
        # Test partial_fit functionality
        base_clf = SGDClassifier(loss='log')
        clf = MultiOutputClassifier(base_clf)
        clf.partial_fit(self.X_single, self.y_single, classes=np.unique(self.y_single))
        predictions = clf.predict(self.X_single)
        self.assertEqual(predictions.shape, self.y_single.shape)","if first_time: #UNIQUE#
estimator = clone(estimator) #UNIQUE#
if sample_weight is not None: #UNIQUE#
if classes is not None: #UNIQUE#
estimator.partial_fit(X, y, classes=classes) #UNIQUE#
return estimator #UNIQUE#
X, y = check_X_y(X, y, #UNIQUE#
                         multi_output=True,
                         accept_sparse=True)
if (sample_weight is not None and #UNIQUE#
                not has_fit_parameter(self.estimator, 'sample_weight')):
first_time = not hasattr(self, 'estimators_') #UNIQUE#
self.estimators_ = Parallel(n_jobs=self.n_jobs)( #UNIQUE#
return self #UNIQUE#","The GitHub issue requesting and demonstrating partial_fit usage directly prompted the test suite to include a test exercising MultiOutputClassifier.partial_fit, thereby executing the first-time clone logic and related unique lines.",API usage sequences,high
sklearn,sklearn.utils.validation.check_is_fitted,api_rag_all,apidoc,"Example code: >>> from sklearn.linear_model import LogisticRegression
>>> from sklearn.utils.validation import check_is_fitted
>>> from sklearn.exceptions import NotFittedError
>>> lr = LogisticRegression()
...
>>> lr.fit([[1, 2], [1, 3]], [1, 0])
...
>>> check_is_fitted(lr)","    def test_fitted_model(self):
        """"""Test that no error is raised for a fitted model.""""""
        lr = LogisticRegression()
        lr.fit([[1, 2], [1, 3]], [1, 0])
        try:
            check_is_fitted(lr)
        except NotFittedError:
            self.fail(""check_is_fitted raised NotFittedError unexpectedly!"")","        else:
            return #UNIQUE#","The API doc’s example showing a full fit-then-check_is_fitted sequence with LogisticRegression inspired the test to call lr.fit(...), indirectly invoking _check_large_sparse and exercising its early-return branch.",API usage sequences,high
sklearn,sklearn.utils.validation.check_is_fitted,api_rag_apidoc,apidoc,"Raises:

TypeErrorIf the estimator is a class or not an estimator instance","    def test_type_error_on_class(self):
        with self.assertRaises(TypeError):
            check_is_fitted(LogisticRegression)","if isclass(estimator):
        raise TypeError(""{} is a class, not an instance."".format(estimator)) #UNIQUE#","Doc explicitly states a TypeError must be raised when a class (not an instance) is passed, prompting the test to pass the class itself.",exception handling,high
sklearn,sklearn.utils.validation.check_is_fitted,api_rag_issues,gh_issues,"The code
```
attrs = [v for v in vars(estimator)
         if (v.endswith(""_"") or v.startswith(""_""))
         and not v.startswith(""__"")]
```
combined with the example that a subclass defining `self._my_private_attr = 42` lets `check_is_fitted(mypca)` pass although the estimator is not fitted.","    def test_check_is_fitted_with_custom_estimator_private_attr(self):
        class MyPCA(PCA):
            def __init__(self, *args, **kwargs):
                super().__init__(*args, **kwargs)
                self._my_private_attr = 42
        mypca = MyPCA(n_components=2)
        with self.assertRaises(NotFittedError):
            check_is_fitted(mypca)","attrs = [v for v in vars(estimator)
         if (v.endswith(""_"") or v.startswith(""_""))
         and not v.startswith(""__"")]",Issue explicitly reports the false-positive caused by a leading underscore; the test reproduces it and thus executes the attribute-filtering branch of `check_is_fitted` that contains the unique line.,bug inducing,high
sklearn,sklearn.utils.validation.check_is_fitted,api_rag_issues,gh_issues,"I now realize that a similar thing should be done for the trailing underscore check:
```
`v.endswith(""_"") and not v.endswith(""__"")`
```
Though I'd favor a regex instead.","    def test_check_is_fitted_with_double_underscore(self):
        class MyPCA(PCA):
            def __init__(self, *args, **kwargs):
                super().__init__(*args, **kwargs)
                self.__my_private_attr = 42
        mypca = MyPCA(n_components=2)
        with self.assertRaises(NotFittedError):
            check_is_fitted(mypca)","and not v.startswith(""__"")","The discussion of ignoring attributes with a double leading underscore inspired the test that defines `__my_private_attr`, reaching the part of the filter that excludes such names.",bug inducing,medium
sklearn,sklearn.neighbors.KernelDensity,api_rag_apidoc,apidoc,"algorithm{‘kd_tree’, ‘ball_tree’, ‘auto’}, default=’auto’The tree algorithm to use.","    def test_different_algorithms(self):
        # Test KernelDensity with different algorithms
        for algorithm in ['kd_tree', 'ball_tree']:
            kde = KernelDensity(algorithm=algorithm).fit(self.X)
            log_density = kde.score_samples(self.X[:3])
            self.assertEqual(kde.algorithm, algorithm)","elif algorithm in TREE_DICT:
    if metric not in TREE_DICT[algorithm].valid_metrics:
        ...
    return algorithm","Knowing that valid values are 'kd_tree' and 'ball_tree' led the test to invoke those algorithms, driving execution into the TREE_DICT branch.",unique/complex input/parameters handling,high
sklearn,sklearn.gaussian_process.kernels.ConstantKernel,api_rag_all,apidoc,"Signature: sklearn.gaussian_process.kernels.ConstantKernel(constant_value=1.0, constant_value_bounds=(1e-05, 100000.0))
Descriptions: Parameters:

constant_valuefloat, default=1.0The constant value which defines the covariance:
k(x_1, x_2) = constant_value

constant_value_boundspair of floats >= 0 or “fixed”, default=(1e-5, 1e5)The lower and upper bound on constant_value.
If set to “fixed”, constant_value cannot be changed during
hyperparameter tuning.
Example code: kernel = RBF() + ConstantKernel(constant_value=2)","    def test_default_initialization(self):
        kernel = ConstantKernel()
        self.assertEqual(kernel.constant_value, 1.0)
        self.assertEqual(kernel.constant_value_bounds, (1e-5, 1e5))

    def test_custom_initialization(self):
        kernel = ConstantKernel(constant_value=2.0, constant_value_bounds=(0.1, 10.0))
        self.assertEqual(kernel.constant_value, 2.0)
        self.assertEqual(kernel.constant_value_bounds, (0.1, 10.0))

    def test_call_method(self):
        kernel = ConstantKernel(constant_value=2.0)
        X = np.array([[1, 2], [3, 4]])
        K = kernel(X)
        expected_K = np.full((2, 2), 2.0)
        np.testing.assert_array_almost_equal(K, expected_K)

    def test_is_stationary(self):
        kernel = ConstantKernel()
        self.assertTrue(kernel.is_stationary)","return self.constant_value * np.ones((X.shape[0], Y.shape[0]))","Doc lists the constructor signature, default values and simple usage example, prompting tests that check default vs. custom initialisation and the actual kernel call which executes the above line.",standard use case,high
sklearn,sklearn.gaussian_process.kernels.ConstantKernel,api_rag_all,so_qnas,"from sklearn.gaussian_process import GaussianProcessRegressor
from sklearn.gaussian_process.kernels import RBF, ConstantKernel as C
...
model = GaussianProcessRegressor(C()*RBF(), n_restarts_optimizer=20, random_state=0)","    def test_clone_with_theta(self):
        kernel = ConstantKernel(constant_value=2.0)
        theta = np.log([3.0])
        cloned_kernel = kernel.clone_with_theta(theta)
        self.assertEqual(cloned_kernel.constant_value, 3.0)","def clone_with_theta(self, theta):
        return self.__class__(constant_value=np.squeeze(theta).item(),
                              constant_value_bounds=self.constant_value_bounds)","SO example shows ConstantKernel used inside a model; it cues the LLM to test advanced API like clone_with_theta for hyper-parameter manipulation, hitting the clone path shown above.",API usage sequences,medium
sklearn,sklearn.gaussian_process.kernels.ConstantKernel,api_rag_all,gh_issues,"cst = ConstantKernel(constant_value=0.05, constant_value_bounds=(0.001, 10.0))","    def test_hyperparameter_bounds(self):
        kernel = ConstantKernel(constant_value=2.0, constant_value_bounds=(0.1, 10.0))
        bounds = kernel.hyperparameter_bounds
        self.assertEqual(bounds, [(0.1, 10.0)])","def hyperparameter_bounds(self):
        return [self.constant_value_bounds]","Issue snippet stresses non-default constant_value_bounds, leading the test to verify the bounds attribute which executes the code above.",unique/complex input/parameters handling,low
sklearn,sklearn.gaussian_process.kernels.ConstantKernel,api_rag_sos,so_qnas,Using GPy `RBF()` kernel is equivalent to using scikit-learn `ConstantKernel()*RBF() + WhiteKernel()`. Because GPy library adds likelihood noise internally.,"    def test_combination_with_other_kernels(self):
        # Test combination with RBF and WhiteKernel
        kernel = ConstantKernel(1.0) * RBF(length_scale=1.0) + WhiteKernel(noise_level=1.0)
        self.assertIsInstance(kernel, (ConstantKernel, RBF, WhiteKernel))","def __repr__(self):
        return ""{0} + {1}"".format(self.k1, self.k2) #UNIQUE#","Doc suggests combining ConstantKernel with RBF and WhiteKernel, so the test builds `ConstantKernel()*RBF()+WhiteKernel`, which internally triggers Product.__repr__ unique line when the kernel object is string-ified during assertions/logging.",API usage sequences,high
sklearn,sklearn.gaussian_process.kernels.ConstantKernel,api_rag_sos,so_qnas,"kernel = ConstantKernel(1e-8) * RBF(length_scale=np.array([1.0, 1.0])) + WhiteKernel(noise_level=1)","    def test_integration_with_gpr(self):
        X, y = make_friedman1(n_samples=100, n_features=5, random_state=0)
        X = StandardScaler().fit_transform(X)
        
        kernel = ConstantKernel(1.0) * RBF(length_scale=1.0) + WhiteKernel(noise_level=1.0)
        gpr = GaussianProcessRegressor(kernel=kernel, n_restarts_optimizer=10, random_state=0)
        gpr.fit(X, y)
        
        # Check if the kernel is updated after fitting
        self.assertNotEqual(gpr.kernel_.k1.constant_value, 1.0)
        self.assertNotEqual(gpr.kernel_.k2.length_scale, 1.0)
        self.assertNotEqual(gpr.kernel_.k3.noise_level, 1.0)","def __repr__(self):
        return ""{0} + {1}"".format(self.k1, self.k2) #UNIQUE#","Doc 3’s explicit code with ConstantKernel*RBF+WhiteKernel led the test to adopt the same composite kernel when fitting a GaussianProcessRegressor, again exercising Product.__repr__ during kernel cloning and logging inside GPR.fit.",integration patterns,medium
sklearn,sklearn.model_selection.RepeatedKFold,api_rag_all,gh_issues,"The `__repr__` is not defined in the `_RepeatedSplit` class from which these cross-validation are inheriting. A possible fix should be:

```diff
+    def __repr__(self):
+        return _build_repr(self)
```

We would need to have a regression test to check that we print the right representation.","    def test_repr_functionality(self):
        rkf = RepeatedKFold(n_splits=self.n_splits, n_repeats=self.n_repeats, random_state=self.random_state)
        expected_repr = f""RepeatedKFold(n_repeats={self.n_repeats}, n_splits={self.n_splits}, random_state={self.random_state})""
        self.assertEqual(repr(rkf), expected_repr)","def __repr__(self):
        return _build_repr(self) #UNIQUE#
...
value = self.cvargs.get(key, None) #UNIQUE#","Issue highlights missing __repr__ and suggests using _build_repr, prompting the test to call repr(rkf) and thereby execute those unique lines.",bug inducing,high
sklearn,sklearn.model_selection.RepeatedKFold,api_rag_all,apidoc,">>> rkf = RepeatedKFold(n_splits=2, n_repeats=2, random_state=2652124)
>>> rkf.get_n_splits(X, y)
4
>>> print(rkf)
RepeatedKFold(n_repeats=2, n_splits=2, random_state=2652124)","    def test_repr_functionality(self):
        rkf = RepeatedKFold(n_splits=self.n_splits, n_repeats=self.n_repeats, random_state=self.random_state)
        expected_repr = f""RepeatedKFold(n_repeats={self.n_repeats}, n_splits={self.n_splits}, random_state={self.random_state})""
        self.assertEqual(repr(rkf), expected_repr)","def __repr__(self):
        return _build_repr(self) #UNIQUE#","API example shows expected printed representation, encouraging the test to verify repr output and cover the __repr__ implementation.",standard use case,medium
sklearn,sklearn.model_selection.RepeatedKFold,api_rag_apidoc,apidoc,">>> rkf = RepeatedKFold(n_splits=2, n_repeats=2, random_state=2652124)
>>> rkf.get_n_splits(X, y)
4","    def test_get_n_splits(self):
        # Test get_n_splits method
        rkf = RepeatedKFold(n_splits=2, n_repeats=2, random_state=2652124)
        n_splits = rkf.get_n_splits(self.X, self.y)
        self.assertEqual(n_splits, 4)","        rng = check_random_state(self.random_state) #UNIQUE#
        cv = self.cv(random_state=rng, shuffle=True, #UNIQUE#
                     **self.cvargs)
        return cv.get_n_splits(X, y, groups) * self.n_repeats #UNIQUE#","Example showed calling get_n_splits, prompting the test to invoke it and execute the unique internal logic that computes total splits via random state and repetitions.",API usage sequences,high
sklearn,sklearn.model_selection.RepeatedKFold,api_rag_issues,gh_issues,">>> repr(RepeatedKFold())
RepeatedKFold(n_splits=5, n_repeats=10, random_state=None)","    def test_repr_functionality(self):
        # Test the __repr__ method
        rkf = RepeatedKFold(n_splits=3, n_repeats=2, random_state=42)
        expected_repr = ""RepeatedKFold(n_splits=3, n_repeats=2, random_state=42)""
        self.assertEqual(repr(rkf), expected_repr)","    def _iter_test_masks(self, X, y, groups):
        if groups is None: #UNIQUE#
            raise ValueError(""The 'groups' parameter should not be None."") #UNCVRD#
        # We make a copy of groups to avoid side-effects during iteration
        groups = check_array(groups, copy=True, ensure_2d=False, dtype=None) #UNIQUE#
        unique_groups = np.unique(groups) #UNIQUE#
        if len(unique_groups) <= 1: #UNIQUE#
            raise ValueError( #UNCVRD#
                ""The groups parameter contains fewer than 2 unique groups ""
                ""(%s). LeaveOneGroupOut expects at least 2."" % unique_groups)
        for i in unique_groups: #UNIQUE#
            yield groups == i #UNIQUE#","__repr__ regression discussion inspired adding a specific repr assertion; running this test causes the object creation path that eventually executes the LOGO helper ensuring groups handling, giving unique coverage.",standard use case,medium
sklearn,sklearn.model_selection.RepeatedKFold,api_rag_issues,gh_issues,"from sklearn import svm, datasets
from sklearn.model_selection import GridSearchCV, RepeatedKFold
...
AttributeError: 'RepeatedKFold' object has no attribute 'get_n_splits'","    def test_integration_with_grid_search(self):
        # Test integration with GridSearchCV
        parameters = {'kernel': ('linear', 'rbf'), 'C': [1, 10]}
        svr = svm.SVC()
        rkf = RepeatedKFold(n_splits=3, n_repeats=2, random_state=42)
        clf = GridSearchCV(svr, parameters, cv=rkf)
        clf.fit(self.X, self.y)
        self.assertIsNotNone(clf.best_estimator_)","        return super().split(X, y, groups) #UNIQUE#","Issue showing failure of GridSearchCV with RepeatedKFold guided test that drives GridSearchCV, which internally exercises LeavePGroupsOut.split unique line through the generic super().split path.",integration patterns,high
sklearn,sklearn.model_selection.RepeatedKFold,api_rag_issues,gh_issues,"It looks like n_repeats in RepeatedKFold is required to be >1.
I'm not sure why this is enforced.","    def test_edge_case_n_repeats_1(self):
        # Test edge case where n_repeats is 1
        rkf = RepeatedKFold(n_splits=3, n_repeats=1, random_state=42)
        splits = list(rkf.split(self.X))
        self.assertEqual(len(splits), 3)  # 3 splits * 1 repeat","        unique_groups = np.unique(groups) #UNIQUE#
        if len(unique_groups) <= 1: #UNIQUE#",Discussion of allowing n_repeats==1 motivated an explicit test for that boundary; creating such RKF instance leads to calls that hit array-and-groups uniqueness checks giving additional unique coverage.,unique/complex input/parameters handling,medium
sklearn,sklearn.model_selection.RepeatedKFold,api_rag_sos,so_qnas,I ran a simple comparison: ... StratifiedKFold and RepeatedStratifiedKFold:,"    def test_repeated_kfold_vs_kfold(self):
        # Compare RepeatedKFold with KFold
        kf = KFold(n_splits=self.n_splits)
        rkf = RepeatedKFold(n_splits=self.n_splits, n_repeats=1)

        results_kf = self.run_cv(kf)
        results_rkf = self.run_cv(rkf)

        # Use Kolmogorov-Smirnov test to compare distributions
        statistic, pvalue = ks_2samp(results_kf, results_rkf)
        self.assertGreater(pvalue, 0.05, ""KFold and RepeatedKFold with n_repeats=1 should have similar distributions"")","            raise ValueError( #UNIQUE#
                'Supported target types are: {}. Got {!r} instead.'.format(
                    allowed_target_types, type_of_target_y))",SO post compared Stratified vs repeated and motivated test that indirectly touches the internal validation path raising the ValueError for unsupported target types.,unique/complex input/parameters handling,medium
sklearn,sklearn.model_selection.RepeatedKFold,api_rag_sos,so_qnas,"When `n_repeats=1`, the former performs exactly as the latter when `shuffle=True`. They do not return the same splits because `random_state=None` by default ...","    def test_repeated_kfold_single_repeat(self):
        kf = KFold(n_splits=self.n_splits, shuffle=True, random_state=42)
        rkf = RepeatedKFold(n_splits=self.n_splits, n_repeats=1, random_state=42)
        kf_splits = list(kf.split(self.X, self.y))
        rkf_splits = list(rkf.split(self.X, self.y))
        self.assertEqual(kf_splits, rkf_splits, ""RepeatedKFold with n_repeats=1 should match KFold with shuffle=True"")","            warnings.warn((""The least populated class in y has only %d"" #UNIQUE#
                           "" members, which is less than n_splits=%d.""
                           % (min_groups, self.n_splits)), UserWarning)",Doc stressed equality between RKF and shuffled KF which made the test create shuffled k-folds therefore passing through the branch that may issue the low-population warning line.,standard use case,high
sklearn,sklearn.model_selection.RepeatedKFold,api_rag_sos,so_qnas,"Yes, you can basically achieve the same effect by calling `KFolds.split()` `n_repeats` times in a loop. Example ... Changing to `n_repeats=2` produces:","    def test_repeated_kfold_multiple_repeats(self):
        rkf = RepeatedKFold(n_splits=self.n_splits, n_repeats=self.n_repeats, random_state=42)
        splits = list(rkf.split(self.X, self.y))
        self.assertEqual(len(splits), self.n_splits * self.n_repeats, ""Number of splits should be n_splits * n_repeats"")","            raise ValueError( #UNIQUE#
                (""Cannot have number of folds ={0} greater""
                 "" than the number of samples: {1}."").format(n_folds,
                                                             n_samples))","Doc emphasised that total number of generated splits equals repeats×folds, inspiring a test that ensures the split generator runs through all repetitions, exercising the fold-count validation in LeaveOneGroupOut.",API usage sequences,medium
sklearn,sklearn.utils.check_array,api_rag_all,apidoc,"accept_sparse str, bool or list/tuple of str, default=False String[s] representing allowed sparse matrix formats, such as ‘csc’,
‘csr’, etc. If the input is sparse but not in the allowed format,
it will be converted to the first listed format. True allows the input
to be any format. False means that a sparse matrix input will
raise an error.","    def test_check_array_accept_sparse(self):
        from scipy.sparse import csr_matrix, csc_matrix
        
        # Test with sparse matrix in allowed format
        X_csr = csr_matrix([[1, 2], [3, 4]])
        result = check_array(X_csr, accept_sparse=['csr'])
        self.assertTrue((result != 0).nnz == 4)
        
        # Test with sparse matrix in disallowed format
        X_csc = csc_matrix([[1, 2], [3, 4]])
        with self.assertRaises(TypeError):
            check_array(X_csc, accept_sparse=['csr'])","else:
            return #UNIQUE#","Doc emphasised different sparse formats and behaviour when format is disallowed, prompting the test that sends a sparse matrix in a non-listed format and thus executes the early return branch in _check_large_sparse.",unique/complex input/parameters handling,high
sklearn,sklearn.utils.check_array,api_rag_apidoc,apidoc,"estimatorstr or estimator instance, default=None
If passed, include the name of the estimator in warning messages.","    def test_estimator(self):
        X = np.array([[1, 2, 3], [4, 5, np.nan]])
        with self.assertRaises(ValueError) as cm:
            check_array(X, force_all_finite=True, estimator='TestEstimator')
        self.assertIn('TestEstimator', str(cm.exception))","    if isclass(estimator):
        raise TypeError(""{} is a class, not an instance."".format(estimator)) #UNIQUE#","Doc mentions optional 'estimator' argument, motivating a test that supplies it and triggers the internal path where estimator-related validation reaches check_is_fitted, thus executing the unique line.",exception handling,high
sklearn,sklearn.utils.check_array,api_rag_issues,gh_issues,"check_array: convert input to 2d array, raise error on sparse matrices. Allowed
sparse matrix formats can be given optionally, as well as allowing 1d or nd arrays.","    def test_check_array_accept_sparse(self):
        # Test case to check accept_sparse parameter
        from scipy.sparse import csr_matrix
        sparse_matrix = csr_matrix([[1, 0], [0, 1]])
        
        # Should not raise an error
        try:
            check_array(sparse_matrix, accept_sparse=True)
        except ValueError:
            self.fail(""check_array raised ValueError unexpectedly!"")
        
        # Should raise an error
        with self.assertRaises(TypeError):
            check_array(sparse_matrix, accept_sparse=False)","    if hasattr(array, 'sparse') and array.ndim > 1:
        # DataFrame.sparse only supports `to_coo`
        array = array.sparse.to_coo()","Seeing the discussion that sparse inputs need special handling pushed the generator to add a test with a SciPy sparse matrix, which in turn hit the dataframe-sparse conversion branch and uniquely executed the to_coo line.",unique/complex input/parameters handling,high
sklearn,sklearn.ensemble.ExtraTreesClassifier,api_rag_all,gh_issues,ValueError: Out of bag estimation only available if bootstrap=True,"def test_oob_score_error(self):
        # Test that setting oob_score=True raises an error if bootstrap=False
        with self.assertRaises(ValueError):
            clf = ExtraTreesClassifier(bootstrap=False, oob_score=True)
            clf.fit(self.X, self.y)","raise ValueError(""Out of bag estimation only available"" #UNIQUE#
                     "" if bootstrap=True"")","Issue discussion highlighted the specific ValueError, inspiring a test that triggers the exact branch raising it.",exception handling,high
sklearn,sklearn.ensemble.ExtraTreesClassifier,api_rag_all,apidoc,"oob_score : bool or callable, default=False
    ... Only available if bootstrap=True.","def test_oob_score(self):
        # Test oob_score functionality
        clf = ExtraTreesClassifier(bootstrap=True, oob_score=True, random_state=42)
        clf.fit(self.X, self.y)
        self.assertTrue(hasattr(clf, ""oob_score_""))
        self.assertTrue(0.0 <= clf.oob_score_ <= 1.0)","warn(""Some inputs do not have OOB scores. "" #UNIQUE#
                     ""This probably means too few trees were used ""
                     ""to compute any reliable oob estimates."")","API note about OOB scoring availability led to a test enabling oob_score, reaching the warning branch inside _set_oob_score.",API usage sequences,medium
